Week,Risk-Level
2021-05-02,0.21928771508603453
2021-05-09,0.21988795518207288
2021-05-16,0.21548619447779108
2021-05-23,0.23489395758303336
2021-05-30,0.36534613845538244
2021-06-06,0.12284913965586211
2021-06-13,0.18707482993197277
2021-06-20,0.18187274909963982
2021-06-27,0.265106042416967
2021-07-04,0.34813925570228077
2021-07-11,0.4889955982392954
2021-07-18,0.6018407362945176
2021-07-25,0.6566626650660268
2021-08-01,0.6656662665066025
2021-08-08,0.6521942110177401
